authority,referrer,fees,next_epoch_ts,maker_volume30d,taker_volume30d,filler_volume30d,last_maker_volume30d_ts,last_taker_volume30d_ts,last_filler_volume30d_ts,if_staked_quote_asset_amount,number_of_sub_accounts,is_referrer,padding,slot,write_version,updated_on
5r25u4M8zWuofPyfsEyvoY11FuGif91wRC2D1apR1Fh1,11111111111111111111111111111111,"UserFees(total_fee_paid=604368, total_fee_rebate=0, total_token_discount=0, total_referee_discount=0, total_referrer_reward=0, current_epoch_referrer_reward=0)",0,0,604338820,0,1666616411,1666616695,1666616411,0,1,False,"ListContainer: 
    0
    0
    0
    0
    0
    0",615,5933,2022-10-24 13:04:55.962968
5r25u4M8zWuofPyfsEyvoY11FuGif91wRC2D1apR1Fh1,11111111111111111111111111111111,"UserFees(total_fee_paid=619967, total_fee_rebate=0, total_token_discount=0, total_referee_discount=0, total_referrer_reward=0, current_epoch_referrer_reward=0)",0,0,619933145,0,1666616411,1666616712,1666616411,0,1,False,"ListContainer: 
    0
    0
    0
    0
    0
    0",650,6262,2022-10-24 13:05:12.707204
5r25u4M8zWuofPyfsEyvoY11FuGif91wRC2D1apR1Fh1,11111111111111111111111111111111,"UserFees(total_fee_paid=651253, total_fee_rebate=0, total_token_discount=0, total_referee_discount=0, total_referrer_reward=0, current_epoch_referrer_reward=0)",0,0,651209011,0,1666616411,1666616753,1666616411,0,1,False,"ListContainer: 
    0
    0
    0
    0
    0
    0",736,7020,2022-10-24 13:05:53.689925
5r25u4M8zWuofPyfsEyvoY11FuGif91wRC2D1apR1Fh1,11111111111111111111111111111111,"UserFees(total_fee_paid=704787, total_fee_rebate=0, total_token_discount=0, total_referee_discount=0, total_referrer_reward=0, current_epoch_referrer_reward=0)",0,0,704731857,0,1666616411,1666616797,1666616411,0,1,False,"ListContainer: 
    0
    0
    0
    0
    0
    0",829,7819,2022-10-24 13:06:38.464110
5r25u4M8zWuofPyfsEyvoY11FuGif91wRC2D1apR1Fh1,11111111111111111111111111111111,"UserFees(total_fee_paid=706597, total_fee_rebate=0, total_token_discount=0, total_referee_discount=0, total_referrer_reward=0, current_epoch_referrer_reward=0)",0,0,706534980,0,1666616411,1666616819,1666616411,0,1,False,"ListContainer: 
    0
    0
    0
    0
    0
    0",874,8232,2022-10-24 13:07:00.075722
5r25u4M8zWuofPyfsEyvoY11FuGif91wRC2D1apR1Fh1,11111111111111111111111111111111,"UserFees(total_fee_paid=707501, total_fee_rebate=0, total_token_discount=0, total_referee_discount=0, total_referrer_reward=0, current_epoch_referrer_reward=0)",0,0,707437729,0,1666616411,1666616820,1666616411,0,1,False,"ListContainer: 
    0
    0
    0
    0
    0
    0",876,8251,2022-10-24 13:07:00.817343
5r25u4M8zWuofPyfsEyvoY11FuGif91wRC2D1apR1Fh1,11111111111111111111111111111111,"UserFees(total_fee_paid=743672, total_fee_rebate=0, total_token_discount=0, total_referee_discount=0, total_referrer_reward=0, current_epoch_referrer_reward=0)",0,0,743601461,0,1666616411,1666616845,1666616411,0,1,False,"ListContainer: 
    0
    0
    0
    0
    0
    0",928,8694,2022-10-24 13:07:25.758158
5r25u4M8zWuofPyfsEyvoY11FuGif91wRC2D1apR1Fh1,11111111111111111111111111111111,"UserFees(total_fee_paid=816206, total_fee_rebate=0, total_token_discount=0, total_referee_discount=0, total_referrer_reward=0, current_epoch_referrer_reward=0)",0,0,816121743,0,1666616411,1666616890,1666616411,0,1,False,"ListContainer: 
    0
    0
    0
    0
    0
    0",1022,9513,2022-10-24 13:08:10.590338
5r25u4M8zWuofPyfsEyvoY11FuGif91wRC2D1apR1Fh1,11111111111111111111111111111111,"UserFees(total_fee_paid=816206, total_fee_rebate=0, total_token_discount=0, total_referee_discount=0, total_referrer_reward=0, current_epoch_referrer_reward=0)",0,0,816121743,0,1666616411,1666616890,1666616411,0,1,False,"ListContainer: 
    0
    0
    0
    0
    0
    0",1062,9901,2022-10-24 13:08:29.565261
5r25u4M8zWuofPyfsEyvoY11FuGif91wRC2D1apR1Fh1,11111111111111111111111111111111,"UserFees(total_fee_paid=816206, total_fee_rebate=0, total_token_discount=0, total_referee_discount=0, total_referrer_reward=0, current_epoch_referrer_reward=0)",0,0,816121743,0,1666616411,1666616890,1666616411,0,1,False,"ListContainer: 
    0
    0
    0
    0
    0
    0",1096,10251,2022-10-24 13:08:45.800440
